date,pressure_d_term.value,pressure_i_term.value,pressure_p_term.value
3/12/2022 8:43:12.957000000 PM,241.6219940185547,0.9859193563461304,0.1672210395336151
3/12/2022 8:43:13.058000000 PM,-6.063741207122803,0.9977667927742004,0.06679292023181915
3/12/2022 8:43:13.159000000 PM,490.3375244140625,0.9994397163391113,-0.03347092494368553
3/12/2022 8:43:13.261000000 PM,-235.09523010253906,0.990861713886261,-0.13488100469112396
3/12/2022 8:43:13.361000000 PM,-138.0422821044922,0.9724292159080505,-0.23319819569587708
3/12/2022 8:43:13.463000000 PM,-494.73455810546875,0.9437517523765564,-0.3306548595428467
3/12/2022 8:43:13.563000000 PM,238.7165069580078,0.9056097865104675,-0.42411190271377563
3/12/2022 8:43:13.664000000 PM,-126.32227325439453,0.858478307723999,-0.5128498077392578
3/12/2022 8:43:13.765000000 PM,-124.37326049804688,0.8022308349609375,-0.5970139503479004
3/12/2022 8:43:13.867000000 PM,227.0176544189453,0.7374283671379089,-0.6754252314567566
3/12/2022 8:43:13.967000000 PM,-110.8660888671875,0.6663979291915894,-0.7455962300300598
3/12/2022 8:43:14.068000000 PM,-239.78541564941406,0.587293803691864,-0.8093737959861755
3/12/2022 8:43:14.170000000 PM,120.41328430175781,0.5024161338806152,-0.864625871181488
3/12/2022 8:43:14.272000000 PM,487.8284606933594,0.4120941460132599,-0.9111412763595581
3/12/2022 8:43:14.373000000 PM,-375.10137939453125,0.3178215026855469,-0.9481505155563354
3/12/2022 8:43:14.474000000 PM,-3.535923719406128,0.22128795087337494,-0.9752084612846375
3/12/2022 8:43:14.574000000 PM,0.8586692214012146,0.12177585065364838,-0.9925575852394104
3/12/2022 8:43:14.675000000 PM,-489.767333984375,0.020645543932914734,-0.9997867941856384
3/12/2022 8:43:14.776000000 PM,-124.31134033203125,-0.0795486569404602,-0.9968308806419373
3/12/2022 8:43:14.878000000 PM,120.59563446044922,-0.18036863207817078,-0.9835991263389587
3/12/2022 8:43:14.978000000 PM,-614.4391479492188,-0.27878516912460327,-0.960353434085846
3/12/2022 8:43:15.080000000 PM,359.3374938964844,-0.37398022413253784,-0.9274365901947021
3/12/2022 8:43:15.180000000 PM,16.07417106628418,-0.4655371904373169,-0.8850283026695251
3/12/2022 8:43:15.282000000 PM,462.8475646972656,-0.5521072149276733,-0.833773136138916
3/12/2022 8:43:15.382000000 PM,117.4115982055664,-0.6334912776947021,-0.7737497687339783
3/12/2022 8:43:15.483000000 PM,-365.34124755859375,-0.7085217833518982,-0.705689013004303
3/12/2022 8:43:15.584000000 PM,-701.6533813476562,-0.7756202816963196,-0.6311997175216675
3/12/2022 8:43:15.686000000 PM,-147.2946319580078,-0.8357322216033936,-0.5491372346878052
3/12/2022 8:43:15.787000000 PM,128.15589904785156,-0.8869861960411072,-0.4617959260940552
3/12/2022 8:43:15.887000000 PM,601.5042114257812,-0.9286128282546997,-0.3710501194000244
3/12/2022 8:43:15.988000000 PM,246.06871032714844,-0.9614582061767578,-0.2749512195587158
3/12/2022 8:43:16.090000000 PM,956.3941650390625,-0.9843462109565735,-0.17624559998512268
3/12/2022 8:43:16.191000000 PM,3.6293282508850098,-0.9971107840538025,-0.07596158236265182
3/12/2022 8:43:16.292000000 PM,-488.401123046875,-0.9996761083602905,0.025449587032198906
3/12/2022 8:43:16.394000000 PM,347.5880432128906,-0.9920367002487183,0.1259489208459854
3/12/2022 8:43:16.495000000 PM,221.18524169921875,-0.974258303642273,0.2254345566034317
3/12/2022 8:43:16.596000000 PM,-227.16136169433594,-0.9464209675788879,0.32293546199798584
3/12/2022 8:43:16.696000000 PM,-470.14404296875,-0.9094101190567017,0.4159005582332611
3/12/2022 8:43:16.797000000 PM,225.98585510253906,-0.86257004737854,0.5059375762939453
3/12/2022 8:43:16.899000000 PM,1181.577392578125,-0.8068404793739319,0.590769350528717
3/12/2022 8:43:16.999000000 PM,-0.26759278774261475,-0.7439212799072266,0.6682671308517456
3/12/2022 8:43:17.101000000 PM,226.01467895507812,-0.6721048355102539,0.7404559850692749
3/12/2022 8:43:17.202000000 PM,-130.78260803222656,-0.5945025682449341,0.8040937185287476
3/12/2022 8:43:17.303000000 PM,105.77759552001953,-0.5101268887519836,0.860099196434021
3/12/2022 8:43:17.403000000 PM,6.164421081542969,-0.42082223296165466,0.9071431159973145
3/12/2022 8:43:17.504000000 PM,-597.4091186523438,-0.32783201336860657,0.9447360038757324
3/12/2022 8:43:17.605000000 PM,-232.67372131347656,-0.2304450273513794,0.973085343837738
3/12/2022 8:43:17.707000000 PM,115.521484375,-0.1303865760564804,0.9914632439613342
3/12/2022 8:43:17.808000000 PM,226.54403686523438,-0.030418111011385918,0.9995372295379639
3/12/2022 8:43:17.908000000 PM,352.4022216796875,0.0703510269522667,0.9975222945213318
3/12/2022 8:43:18.011000000 PM,948.69189453125,0.17130379378795624,0.9852182269096375
3/12/2022 8:43:18.111000000 PM,232.091552734375,0.26976123452186584,0.9629272222518921
3/12/2022 8:43:18.213000000 PM,139.1102294921875,0.3662950396537781,0.9304987788200378
3/12/2022 8:43:18.314000000 PM,19.851821899414062,0.457779198884964,0.8890659213066101
3/12/2022 8:43:18.415000000 PM,232.45169067382812,0.5452235341072083,0.8382906913757324
3/12/2022 8:43:18.515000000 PM,-639.8587646484375,0.6269370913505554,0.7790698409080505
3/12/2022 8:43:18.617000000 PM,472.91290283203125,0.702226459980011,0.7119535803794861
3/12/2022 8:43:18.717000000 PM,25.98140525817871,0.7704280018806458,0.6375269889831543
3/12/2022 8:43:18.818000000 PM,-94.60713195800781,0.831009566783905,0.5562580823898315
3/12/2022 8:43:18.919000000 PM,1049.7275390625,0.8825563788414001,0.47020652890205383
3/12/2022 8:43:19.020000000 PM,467.5429382324219,0.925557017326355,0.3786083459854126
3/12/2022 8:43:19.121000000 PM,206.39755249023438,0.9588425159454346,0.28393828868865967
3/12/2022 8:43:19.223000000 PM,-371.31817626953125,0.9827526807785034,0.18492451310157776
3/12/2022 8:43:19.324000000 PM,450.19873046875,0.9964219331741333,0.08451852947473526
3/12/2022 8:43:19.425000000 PM,462.3661193847656,0.999876856803894,-0.015691161155700684
3/12/2022 8:43:19.525000000 PM,-421.616455078125,0.9932158589363098,-0.11628490686416626
3/12/2022 8:43:19.626000000 PM,-943.2410278320312,0.9763343334197998,-0.2162666618824005
3/12/2022 8:43:19.728000000 PM,132.5675048828125,0.9495984315872192,-0.31346893310546875
3/12/2022 8:43:19.829000000 PM,-113.1784439086914,0.9130352139472961,-0.4078807532787323
3/12/2022 8:43:19.931000000 PM,21.065135955810547,0.8670729994773865,-0.498181015253067
3/12/2022 8:43:20.031000000 PM,342.2331237792969,0.812464714050293,-0.5830103158950806
3/12/2022 8:43:20.133000000 PM,448.5351867675781,0.7489416599273682,-0.6626359224319458
3/12/2022 8:43:20.233000000 PM,372.9214172363281,0.6791235208511353,-0.734023928642273
3/12/2022 8:43:20.334000000 PM,-260.49114990234375,0.6014283299446106,-0.7989267110824585
3/12/2022 8:43:20.436000000 PM,228.18206787109375,0.5170565843582153,-0.8559511303901672
3/12/2022 8:43:20.536000000 PM,-240.92652893066406,0.4291498363018036,-0.9032332897186279
3/12/2022 8:43:20.637000000 PM,291.9096984863281,0.3354710042476654,-0.9420504570007324
3/12/2022 8:43:20.739000000 PM,-236.54563903808594,0.23800556361675262,-0.9712637662887573
3/12/2022 8:43:20.840000000 PM,-108.30642700195312,0.13950404524803162,-0.9902215003967285
3/12/2022 8:43:20.941000000 PM,923.1904907226562,0.03873549774289131,-0.9992494583129883
3/12/2022 8:43:21.041000000 PM,-321.6080322265625,-0.06140916794538498,-0.998112678527832
3/12/2022 8:43:21.143000000 PM,595.8065795898438,-0.16226300597190857,-0.9867475628852844
3/12/2022 8:43:21.243000000 PM,249.16856384277344,-0.2611526846885681,-0.9652974605560303
3/12/2022 8:43:21.345000000 PM,430.7972717285156,-0.3568659722805023,-0.9341555833816528
3/12/2022 8:43:21.446000000 PM,-260.36669921875,-0.4494665861129761,-0.8932971358299255
3/12/2022 8:43:21.546000000 PM,469.8871154785156,-0.5374144911766052,-0.8433182239532471
3/12/2022 8:43:21.648000000 PM,108.08011627197266,-0.6193451881408691,-0.785118818283081
3/12/2022 8:43:21.748000000 PM,-565.3389892578125,-0.6953305006027222,-0.7186901569366455
3/12/2022 8:43:21.850000000 PM,-111.66285705566406,-0.7645143866539001,-0.6446067094802856
3/12/2022 8:43:21.952000000 PM,-21.68173599243164,-0.8260871171951294,-0.563542366027832
3/12/2022 8:43:22.052000000 PM,235.2549591064453,-0.878717303276062,-0.4773423969745636
3/12/2022 8:43:22.153000000 PM,-328.1910095214844,-0.922105610370636,-0.38693827390670776
3/12/2022 8:43:22.254000000 PM,-124.8459701538086,-0.9564908742904663,-0.29176226258277893
3/12/2022 8:43:22.356000000 PM,-431.83599853515625,-0.9811951518058777,-0.19301827251911163
3/12/2022 8:43:22.456000000 PM,213.5489959716797,-0.995550274848938,-0.09423235058784485
3/12/2022 8:43:22.558000000 PM,-569.9788208007812,-0.9999716281890869,0.007531469222158194
3/12/2022 8:43:22.658000000 PM,-39.71959686279297,-0.994103193283081,0.10843788087368011
3/12/2022 8:43:22.759000000 PM,-349.07470703125,-0.9782513380050659,0.20742298662662506
3/12/2022 8:43:22.860000000 PM,128.04432678222656,-0.9522418975830078,0.3053445518016815
3/12/2022 8:43:22.961000000 PM,-240.26087951660156,-0.9168387651443481,0.3992575407028198
3/12/2022 8:43:23.062000000 PM,472.2298278808594,-0.8717138171195984,0.49001526832580566
3/12/2022 8:43:23.163000000 PM,-654.0879516601562,-0.8177488446235657,0.5755751729011536
3/12/2022 8:43:23.264000000 PM,740.6690673828125,-0.7560181021690369,0.6545506119728088
3/12/2022 8:43:23.366000000 PM,753.564453125,-0.6856393218040466,0.7279413938522339
3/12/2022 8:43:23.466000000 PM,-18.557903289794922,-0.6086967587471008,0.7934029698371887
3/12/2022 8:43:23.568000000 PM,108.09243774414062,-0.5257401466369629,0.8506452441215515
3/12/2022 8:43:23.668000000 PM,454.3681945800781,-0.43749940395355225,0.8992186784744263
3/12/2022 8:43:23.771000000 PM,-75.50775909423828,-0.34380096197128296,0.9390425086021423
3/12/2022 8:43:23.871000000 PM,-259.3286437988281,-0.2472652941942215,0.9689478278160095
3/12/2022 8:43:23.972000000 PM,263.5768737792969,-0.14782503247261047,0.9890134930610657
3/12/2022 8:43:24.074000000 PM,-728.9198608398438,-0.04768654331564903,0.9988622665405273
3/12/2022 8:43:24.174000000 PM,-129.38954162597656,0.0531347393989563,0.9985873103141785
3/12/2022 8:43:24.275000000 PM,-151.83738708496094,0.15392853319644928,0.9880819320678711
3/12/2022 8:43:24.377000000 PM,-336.8745422363281,0.252368301153183,0.9676312208175659
3/12/2022 8:43:24.478000000 PM,83.36914825439453,0.3491865396499634,0.9370532035827637
3/12/2022 8:43:24.579000000 PM,-465.7320861816406,0.44212624430656433,0.8969528079032898
3/12/2022 8:43:24.679000000 PM,-235.49803161621094,0.529572069644928,0.8482649326324463
3/12/2022 8:43:24.781000000 PM,390.91619873046875,0.6129329204559326,0.7901349067687988
3/12/2022 8:43:24.882000000 PM,-342.41961669921875,0.6888912320137024,0.7248647212982178
3/12/2022 8:43:24.983000000 PM,349.3389587402344,0.7588425874710083,0.6512740254402161
3/12/2022 8:43:25.084000000 PM,-243.00901794433594,0.8208122253417969,0.5711981058120728
3/12/2022 8:43:25.184000000 PM,0.8918108344078064,0.8737939596176147,0.48629629611968994
3/12/2022 8:43:25.285000000 PM,415.4192199707031,0.9185099005699158,0.39539793133735657
3/12/2022 8:43:25.387000000 PM,21.096054077148438,0.9539077281951904,0.3000999093055725
3/12/2022 8:43:25.487000000 PM,24.564552307128906,0.9791333079338074,0.20321904122829437
3/12/2022 8:43:25.589000000 PM,-686.2518920898438,0.9946765899658203,0.10304558277130127
3/12/2022 8:43:25.690000000 PM,450.4611511230469,0.9999977350234985,0.002148879924789071
3/12/2022 8:43:25.792000000 PM,351.6478271484375,0.9950349926948547,-0.09952513873577118
3/12/2022 8:43:25.893000000 PM,584.5745239257812,0.9798797369003296,-0.19958852231502533
3/12/2022 8:43:25.993000000 PM,-32.76228332519531,0.9549829959869385,-0.2966606020927429
3/12/2022 8:43:26.094000000 PM,549.9825439453125,0.9200476408004761,-0.39180657267570496
3/12/2022 8:43:26.196000000 PM,-387.692138671875,0.8756023645401001,-0.48303258419036865
3/12/2022 8:43:26.296000000 PM,453.2981262207031,0.8230547904968262,-0.5679619312286377
3/12/2022 8:43:26.397000000 PM,339.9807434082031,0.7612316012382507,-0.6484801769256592
3/12/2022 8:43:26.498000000 PM,-677.5025024414062,0.6918514370918274,-0.7220398187637329
3/12/2022 8:43:26.599000000 PM,-102.23542785644531,0.615756630897522,-0.7879363894462585
3/12/2022 8:43:26.700000000 PM,-311.3768310546875,0.533145010471344,-0.8460238575935364
3/12/2022 8:43:26.801000000 PM,130.54885864257812,0.4457055628299713,-0.8951795697212219
3/12/2022 8:43:26.902000000 PM,-106.35089874267578,0.3527090549468994,-0.9357330799102783
3/12/2022 8:43:27.003000000 PM,-208.88539123535156,0.25605449080467224,-0.9666623473167419
3/12/2022 8:43:27.105000000 PM,-307.9893493652344,0.15758977830410004,-0.9875046610832214
